title,year,rating,no_of_reviews,genres,runtime,gross
A Hologram for the King,2016.0,6.1,"45,854","Comedy, Drama, Romance",98 min,$4.20M
Better Than Chocolate,1999.0,6.1,"8,558","Comedy, Drama, Romance",101 min,$2.01M
HouseSitter,1992.0,6.1,"25,900","Comedy, Romance",102 min,$58.50M
A Good Old Fashioned Orgy,2011.0,6.1,"23,253","Comedy, Romance",95 min,$0.15M
Winter's Tale,2014.0,6.1,"55,611","Drama, Fantasy, Mystery",118 min,$0.02M
We Are Your Friends,2015.0,6.1,"39,557","Drama, Music, Romance",96 min,$3.59M
Larry Crowne,2011.0,6.1,"68,989","Comedy, Drama, Romance",98 min,$35.61M
O,2001.0,6.1,"21,568","Drama, Romance, Thriller",95 min,$16.02M
Extract,2009.0,6.1,"49,201","Comedy, Crime, Romance",92 min,$10.81M
10 Years,2011.0,6.1,"26,173","Comedy, Drama, Romance",100 min,$0.20M
The Philadelphia Experiment,1984.0,6.1,"16,029","Adventure, Drama, Romance",102 min,$8.10M
Multiplicity,1996.0,6.1,"33,872","Comedy, Romance, Sci-Fi",117 min,$20.10M
360,2011.0,6.1,"17,187","Drama, Romance, Thriller",110 min,$0.10M
P.S.,2004.0,6.1,"6,412","Comedy, Drama, Fantasy",97 min,$0.18M
Doctor Dolittle,1967.0,6.1,"9,864","Adventure, Comedy, Family",152 min,$13.52M
Duplicity,2009.0,6.1,"51,391","Comedy, Crime, Romance",125 min,$40.57M
Dear White People,2014.0,6.1,"26,082","Comedy, Drama, Romance",108 min,$4.40M
Pumpkin,2002.0,6.1,"9,241","Comedy, Drama, Romance",113 min,$0.31M
Up Close & Personal,1996.0,6.1,"14,907","Drama, Romance",124 min,$51.09M
Someone to Watch Over Me,1987.0,6.1,"10,940","Crime, Drama, Romance",106 min,$10.28M
Idlewild,2006.0,6.1,"5,636","Crime, Drama, Musical",121 min,$12.55M
Three to Tango,1999.0,6.1,"19,495","Comedy, Romance",98 min,$10.54M
Addicted to Love,1997.0,6.1,"25,168","Comedy, Romance",100 min,$34.66M
Masquerade,1988.0,6.1,"4,049","Drama, Romance, Thriller",91 min,$15.86M
Almost Christmas,2016.0,6.1,"7,312","Comedy, Drama, Romance",111 min,$41.72M
Rugrats in Paris,2000.0,6.1,"13,075","Animation, Adventure, Comedy",78 min,$76.51M
Friends with Kids,2011.0,6.1,"42,729","Comedy, Drama, Romance",107 min,$7.25M
Chéri,2009.0,6.1,"11,418","Comedy, Drama, Romance",86 min,$2.71M
The Man Who Cried,2000.0,6.1,"16,017","Drama, Music, Romance",100 min,$0.74M
Babes in Toyland,1961.0,6.1,"4,496","Comedy, Family, Fantasy",106 min,$10.22M
Helen of Troy,1956.0,6.1,"2,324","Drama, History, Romance",118 min,$6.98M
The Russia House,1990.0,6.1,"16,726","Drama, Romance, Thriller",123 min,$23.00M
The Decoy Bride,2011.0,6.1,"11,991","Comedy, Drama, Romance",89 min,$0.00M
Duets,2000.0,6.1,"9,796","Comedy, Drama, Music",112 min,$4.73M
I Want You,1998.0,6.1,"3,066","Crime, Drama, Music",87 min,$0.00M
The April Fools,1969.0,6.1,"1,471","Comedy, Drama, Romance",95 min,$5.00M
Leap of Faith,1992.0,6.1,"13,740","Comedy, Drama, Romance",108 min,$23.37M
Hampstead,2017.0,6.1,"6,818","Comedy, Drama, Romance",102 min,$0.14M
Solomon and Sheba,1959.0,6.1,"3,558","Drama, History, Romance",141 min,$12.20M
Havana,1990.0,6.1,"8,266","Drama, Romance, War",144 min,$9.24M
Benji,1974.0,6.1,"4,998","Adventure, Family, Romance",86 min,$39.55M
The Snows of Kilimanjaro,1952.0,6.1,"5,588","Adventure, Drama, Romance",114 min,$18.05M
Bye Bye Love,1995.0,6.1,"6,421","Comedy, Romance",106 min,$12.10M
Palmetto,1998.0,6.1,"8,131","Crime, Drama, Mystery",114 min,$5.84M
Saint Laurent,2014.0,6.1,"6,206","Biography, Drama, Romance",150 min,$0.43M
Out to Sea,1997.0,6.1,"9,202","Comedy, Romance",106 min,$27.97M
The Other Side of Midnight,1977.0,6.1,"1,834","Drama, Romance, Thriller",165 min,$24.65M
Talento de barrio,2008.0,5.2,861,"Action, Crime, Drama",107 min,$1.67M
Love & Sex,2000.0,6.1,"5,617","Comedy, Drama, Romance",82 min,$0.55M
Mahogany,1975.0,6.1,"2,117","Drama, Romance",109 min,$5.00M
Bastards,2013.0,6.1,"3,593","Drama, Romance",100 min,$0.01M
Youth Without Youth,2007.0,6.1,"13,826","Drama, Fantasy, Mystery",124 min,$0.24M
Traveller,1997.0,6.1,"2,202","Crime, Drama, Romance",101 min,$0.50M
Eddie and the Cruisers II: Eddie Lives!,1989.0,6.1,"3,114","Drama, Music, Romance",104 min,$0.54M
Radioland Murders,1994.0,6.1,"3,792","Comedy, Crime, Drama",108 min,$1.30M
Code 46,2003.0,6.1,"20,822","Drama, Romance, Sci-Fi",93 min,$0.20M
Salaam Namaste,2005.0,6.1,"7,865","Comedy, Drama, Romance",158 min,$1.41M
Running for Grace,2018.0,6.1,"1,668","Family, Romance",110 min,$0.09M
Creator,1985.0,6.1,"3,360","Comedy, Romance, Sci-Fi",107 min,$5.35M
Half of a Yellow Sun,2013.0,6.1,"2,072","Drama, Romance",111 min,$0.05M
Last Embrace,1979.0,6.1,"3,083","Mystery, Romance, Thriller",102 min,$1.54M
Timecode,2000.0,6.1,"6,955","Drama, Romance",97 min,$0.95M
Princess Kaiulani,2009.0,6.1,"1,856","Biography, Drama, History",130 min,$0.88M
In the Mood,1987.0,6.1,"1,051","Comedy, Romance",98 min,$1.00M
The Groomsmen,2006.0,6.1,"4,657","Comedy, Drama, Music",98 min,$0.13M
That Old Feeling,1997.0,6.1,"3,963","Comedy, Romance",105 min,$16.33M
The Right Kind of Wrong,2013.0,6.1,"9,799","Comedy, Romance",97 min,$0.00M
The Future,2011.0,6.1,"8,952","Drama, Fantasy, Romance",91 min,$0.57M
How He Fell in Love,2015.0,6.1,463,"Drama, Romance",107 min,$0.01M
The Other End of the Line,2007.0,6.1,"6,182","Comedy, Drama, Family",106 min,$0.12M
Smart People,2008.0,6.1,"23,279","Comedy, Drama, Romance",95 min,$9.50M
"Tell Me That You Love Me, Junie Moon",1970.0,6.1,987,"Comedy, Drama, Romance",113 min,$0.39M
Hateship Loveship,2013.0,6.1,"7,025","Drama, Romance",104 min,$0.05M
Tune in Tomorrow...,1990.0,6.1,"1,932","Comedy, Romance",107 min,$1.79M
Nothing Like the Holidays,2008.0,6.1,"4,383","Comedy, Drama, Romance",98 min,$7.50M
Darling Lili,1970.0,6.1,"2,286","Comedy, Drama, Musical",136 min,$2.59M
The Hi-Lo Country,1998.0,6.1,"4,477","Drama, Romance, Western",114 min,$0.16M
The Other Side of the Mountain: Part II,1978.0,6.1,373,"Biography, Drama, Romance",100 min,$11.57M
The Singles Ward,2002.0,6.1,"1,467","Comedy, Drama, Romance",102 min,$1.25M
Rock Around the Clock,1956.0,6.1,"1,216","Comedy, Music, Romance",77 min,$4.00M
Once Upon a Time in the Midlands,2002.0,6.1,"4,601","Comedy, Drama, Romance",104 min,$0.17M
Jaan-E-Mann: Lets Fall in Love Again,2006.0,6.1,"8,915","Comedy, Drama, Musical",165 min,$0.51M
Quid Pro Quo,2008.0,6.1,"2,521","Drama, Mystery, Romance",82 min,$0.01M
Anything,2017.0,6.1,782,"Drama, Romance",94 min,$0.02M
Used People,1992.0,6.1,"1,550","Comedy, Drama, Romance",115 min,$17.96M
And Now Ladies & Gentlemen,2002.0,6.1,"2,296","Crime, Drama, Romance",133 min,$0.74M
The Thief Who Came to Dinner,1973.0,6.1,"1,108","Comedy, Romance",104 min,$0.68M
Passionada,2002.0,6.1,"1,355","Comedy, Romance, Drama",108 min,$0.54M
I Want Someone to Eat Cheese With,2006.0,6.1,"3,519","Comedy, Romance",80 min,$0.19M
Bird People,2014.0,6.1,"3,206","Drama, Fantasy, Romance",127 min,$0.01M
Wonderful World,2009.0,6.1,"2,465","Comedy, Drama, Romance",89 min,$0.01M
Loosies,2011.0,6.1,"6,092","Comedy, Crime, Romance",89 min,$0.00M
Pulling Strings,2013.0,6.1,"1,935","Comedy, Romance",111 min,$5.82M
A Slipping-Down Life,1999.0,6.1,"1,135","Drama, Music, Romance",109 min,$0.10M
Beneath the Harvest Sky,2013.0,6.1,"1,065","Crime, Drama, Romance",116 min,$0.03M
The Run of the Country,1995.0,6.1,438,"Drama, Romance",109 min,$0.47M
The Mysterious Island,1929.0,6.1,755,"Adventure, Romance, Sci-Fi",95 min,$0.06M
Eragon,2006.0,5.1,"128,144","Action, Adventure, Family",104 min,$75.03M
"10,000 BC",2008.0,5.1,"133,143","Action, Adventure, Drama",109 min,$94.78M
Red Sonja,1985.0,5.1,"43,167","Action, Adventure, Fantasy",89 min,$6.95M
Miss Congeniality 2: Armed & Fabulous,2005.0,5.1,"77,370","Action, Comedy, Crime",115 min,$48.48M
"I, Frankenstein",2014.0,5.1,"82,404","Action, Fantasy, Sci-Fi",92 min,$19.08M
Agent Cody Banks,2003.0,5.1,"35,875","Action, Adventure, Comedy",102 min,$47.94M
G-Force,2009.0,5.1,"48,094","Animation, Action, Adventure",88 min,$119.44M
Cats & Dogs,2001.0,5.1,"60,909","Action, Adventure, Comedy",87 min,$93.39M
Sidekicks,1992.0,5.1,"9,337","Action, Adventure, Comedy",101 min,$17.18M
Hot Pursuit,2015.0,5.1,"52,438","Action, Comedy, Crime",87 min,$34.51M
Stormbreaker,2006.0,5.1,"25,124","Action, Adventure, Family",93 min,$0.65M
Stealth,2005.0,5.1,"55,071","Action, Adventure, Sci-Fi",121 min,$32.12M
The Hurricane Heist,2018.0,5.1,"21,479","Action, Adventure, Crime",103 min,$6.12M
Alex Cross,2012.0,5.1,"34,720","Action, Crime, Mystery",101 min,$25.89M
Raise the Titanic,1980.0,5.1,"4,970","Action, Drama, Thriller",115 min,$14.82M
Ski Patrol,1990.0,5.1,"3,973","Action, Comedy, Sport",91 min,$8.53M
Chasers,1994.0,5.1,"6,862","Action, Comedy, Drama",102 min,$1.60M
The Son of No One,2011.0,5.1,"17,455","Action, Crime, Drama",90 min,$0.03M
Red Scorpion,1988.0,5.1,"9,331","Action, Adventure",105 min,$4.19M
The Mostly Unfabulous Social Life of Ethan Green,2005.0,6.1,"2,068","Comedy, Romance",88 min,$0.15M
Two Ninas,1999.0,6.1,"1,080","Romance, Comedy",88 min,$0.01M
Paperback Romance,1994.0,6.1,402,"Comedy, Romance",88 min,$0.12M
How the Garcia Girls Spent Their Summer,2005.0,6.1,652,"Comedy, Drama, Romance",128 min,$0.09M
Kung Fu Yoga,2017.0,5.1,"10,771","Action, Adventure, Comedy",107 min,$0.36M
Shangri-La Suite,2016.0,5.1,912,"Action, Crime, Drama",90 min,$0.01M
Raze,2013.0,5.1,"6,189","Action, Drama, Horror",92 min,$0.00M
Firewalker,1986.0,5.1,"7,166","Action, Adventure, Comedy",105 min,$11.83M
Steel Dawn,1987.0,5.1,"5,298","Action, Adventure, Sci-Fi",100 min,$0.56M
The Nude Bomb,1980.0,5.1,"3,417","Action, Comedy, Crime",94 min,$14.66M
Beyond the Mask,2015.0,5.1,"3,599","Action, Adventure, Drama",103 min,$1.23M
Dylan Dog: Dead of Night,2010.0,5.1,"15,345","Action, Comedy, Crime",107 min,$1.18M
A Force of One,1979.0,5.1,"4,112","Action, Crime, Drama",90 min,$20.17M
World Gone Wild,1987.0,5.1,986,"Action, Sci-Fi",95 min,$0.31M
In Like Flynn,2018.0,5.1,"1,267",Action,106 min,$26.65M
Last Rites,1988.0,5.1,"1,264","Action, Crime, Drama",103 min,$0.43M
Washington Heights,2002.0,6.1,406,"Drama, Romance",89 min,$0.16M
One Tough Cop,1998.0,5.1,"1,279","Action, Crime",90 min,$1.22M
In the Shadow of Kilimanjaro,1985.0,5.1,466,"Action, Adventure, Drama",97 min,$0.18M
From Mexico with Love,2009.0,5.1,576,"Action, Drama, Family",96 min,$0.55M
Prince of Central Park,2000.0,5.1,639,"Action, Adventure, Drama",109 min,$0.01M
Strength and Honour,2007.0,5.1,"1,612","Action, Drama",95 min,$0.05M
Angel Unchained,1970.0,5.1,445,"Action, Drama, Thriller",86 min,$0.07M
Zus & Zo,2001.0,6.1,"1,664","Comedy, Fantasy, Romance",106 min,$0.03M
Herman U.S.A.,2001.0,6.1,151,"Comedy, Romance",89 min,$0.07M
The Dogwalker,1999.0,6.1,156,"Comedy, Drama, Romance",105 min,$0.00M
A New Day in Old Sana'a,2005.0,6.1,192,"Drama, Romance",83 min,$0.00M
The Girl in the Picture,1985.0,6.1,203,"Comedy, Romance",84 min,$0.20M
Mumbai Mirror,2013.0,5.1,128,"Action, Crime, Thriller",136 min,$0.00M
Superman III,1983.0,5.0,"72,203","Action, Adventure, Comedy",125 min,$59.95M
The Twilight Saga: Eclipse,2010.0,5.0,"251,338","Action, Adventure, Drama",124 min,$300.53M
Cyborg,1989.0,5.0,"32,561","Action, Sci-Fi, Thriller",86 min,$10.17M
See No Evil,2006.0,5.0,"27,942","Action, Horror, Thriller",84 min,$15.03M
Cannonball Run II,1984.0,5.0,"16,765","Action, Comedy",108 min,$28.08M
Surf Ninjas,1993.0,5.0,"8,438","Action, Adventure, Comedy",87 min,$4.92M
Kickboxer: Retaliation,2018.0,5.0,"5,754","Action, Drama",110 min,$0.00M
Chained Heat,1983.0,5.0,"2,508","Action, Crime, Drama",95 min,$6.15M
Hell Ride,2008.0,5.0,"16,128","Action, Drama, Thriller",84 min,$0.19M
Universal Soldier: Day of Reckoning,2012.0,5.0,"20,850","Action, Horror, Mystery",114 min,$0.01M
The Octagon,1980.0,5.0,"5,878","Action, Drama, Romance",103 min,$18.97M
The Toxic Avenger Part II,1989.0,5.0,"6,877","Action, Comedy, Horror",102 min,$0.79M
Proud Mary,2018.0,5.0,"10,270","Action, Crime, Drama",89 min,$20.87M
Blankman,1994.0,5.0,"10,088","Action, Comedy, Crime",92 min,$7.89M
"No Retreat, No Surrender 2",1987.0,5.0,"1,962","Adventure, Action",92 min,$0.11M
Boiling Point,1993.0,5.0,"6,300","Action, Crime, Drama",92 min,$10.06M
Good Guys Wear Black,1978.0,5.0,"3,521",Action,95 min,$18.33M
The Abductors,1972.0,5.0,467,"Action, Drama",90 min,$0.94M
The Taking of Beverly Hills,1991.0,5.0,"1,305","Action, Thriller",96 min,$0.94M
Angel Town,1990.0,5.0,781,"Action, Drama",106 min,$0.86M
Thunder Run,1985.0,5.0,372,"Action, Sci-Fi, Thriller",90 min,$0.15M
Shallow Hal,2001.0,6.0,"137,527","Comedy, Drama, Fantasy",114 min,$70.84M
Indecent Proposal,1993.0,6.0,"74,355","Drama, Romance",117 min,$106.61M
Bedtime Stories,2008.0,6.0,"97,908","Adventure, Comedy, Family",99 min,$110.10M
The Other Woman,2014.0,6.0,"144,620","Comedy, Romance",109 min,$83.91M
Never Been Kissed,1999.0,6.0,"94,028","Comedy, Drama, Romance",107 min,$55.47M
Along Came Polly,2004.0,6.0,"139,796","Comedy, Romance",90 min,$88.10M
Valley of the Dolls,1967.0,6.0,"9,170","Drama, Music, Romance",123 min,$44.43M
The Handmaid's Tale,1990.0,6.0,"10,134","Drama, Romance, Sci-Fi",108 min,$4.96M
Mike and Dave Need Wedding Dates,2016.0,6.0,"91,683","Comedy, Romance",98 min,$46.01M
Teen Witch,1989.0,6.0,"9,691","Comedy, Fantasy, Romance",93 min,$0.03M
Kama Sutra: A Tale of Love,1996.0,6.0,"10,983","Crime, Drama, History",114 min,$4.11M
My Big Fat Greek Wedding 2,2016.0,6.0,"32,114","Comedy, Romance",94 min,$59.69M
The Wizard,1989.0,6.0,"15,921","Adventure, Comedy, Drama",100 min,$14.28M
Legal Eagles,1986.0,6.0,"11,594","Comedy, Crime, Romance",116 min,$49.85M
Hope Floats,1998.0,6.0,"28,743","Drama, Romance",114 min,$60.05M
The Last Song,2010.0,6.0,"89,834","Drama, Music, Romance",107 min,$62.95M
What's Your Number?,2011.0,6.0,"82,930","Comedy, Romance",106 min,$14.01M
On the Road,2012.0,6.0,"42,525","Adventure, Drama, Romance",124 min,$0.72M
Singh Is Bliing,2015.0,5.0,"8,781","Action, Comedy, Romance",141 min,$0.92M
Love and a Bullet,2002.0,5.0,"1,431","Action, Comedy, Crime",85 min,$0.02M
Bandido,2004.0,5.0,119,"Adventure, Action, Thriller",95 min,$0.40M
Laleh Drive,2022.0,5.0,86,"Action, Biography, Drama",120 min,$0.01M
"Sweet Jesus, Preacherman",1973.0,5.0,233,"Action, Drama",99 min,$0.37M
Father of the Bride Part II,1995.0,6.0,"39,827","Comedy, Family, Romance",106 min,$76.59M
Effie Gray,2014.0,6.0,"6,422","Biography, Drama, Romance",104 min,$0.34M
Baby Mama,2008.0,6.0,"46,229","Comedy, Romance",99 min,$60.49M
Equals,2015.0,6.0,"31,654","Drama, Romance, Sci-Fi",101 min,$0.03M
Tequila Sunrise,1988.0,6.0,"32,607","Crime, Drama, Romance",115 min,$41.29M
Mr. Baseball,1992.0,6.0,"11,830","Comedy, Romance, Sport",108 min,$20.88M
Raising Helen,2004.0,6.0,"37,585","Comedy, Drama, Romance",119 min,$37.49M
Bridget Jones: The Edge of Reason,2004.0,6.0,"116,878","Comedy, Drama, Romance",108 min,$40.23M
Blind Dating,2006.0,6.0,"12,332","Comedy, Romance",95 min,$0.09M
Z for Zachariah,2015.0,6.0,"31,711","Drama, Romance, Sci-Fi",98 min,$0.12M
Memoirs of an Invisible Man,1992.0,6.0,"25,861","Comedy, Romance, Sci-Fi",99 min,$14.36M
Nights in Rodanthe,2008.0,6.0,"25,634","Drama, Romance",97 min,$41.85M
Senseless,1998.0,6.0,"17,100","Comedy, Romance",93 min,$13.04M
Medicine Man,1992.0,6.0,"24,052","Adventure, Drama, Romance",106 min,$45.50M
She's the One,1996.0,6.0,"18,037","Comedy, Drama, Romance",96 min,$9.45M
Pushing Tin,1999.0,6.0,"29,899","Comedy, Drama, Romance",124 min,$8.41M
The Object of My Affection,1998.0,6.0,"20,798","Comedy, Drama, Romance",111 min,$29.11M
The Ultimate Life,2013.0,6.0,"1,525","Drama, Romance",105 min,$1.33M
Leatherheads,2008.0,6.0,"32,804","Comedy, Drama, Romance",114 min,$31.20M
Someone Like You,2001.0,6.0,"26,898","Comedy, Romance",97 min,$27.34M
Dying Young,1991.0,6.0,"16,759","Drama, Romance",111 min,$33.67M
Nights and Weekends,2008.0,6.0,"1,553","Drama, Romance",80 min,$0.00M
High Road to China,1983.0,6.0,"5,716","Adventure, Drama, Romance",105 min,$28.40M
Roustabout,1964.0,6.0,"3,111","Drama, Music, Musical",101 min,$7.19M
The Pit and the Pendulum,1991.0,6.0,"5,149","Horror, Romance",97 min,$0.00M
The Good German,2006.0,6.0,"25,604","Drama, Mystery, Romance",105 min,$1.31M
The Rachel Papers,1989.0,6.0,"2,092","Comedy, Drama, Romance",95 min,$0.20M
The Real Blonde,1997.0,6.0,"4,237","Comedy, Drama, Romance",105 min,$0.25M
Two Can Play That Game,2001.0,6.0,"7,091","Comedy, Romance",90 min,$22.24M
Deliver Us from Eva,2003.0,6.0,"7,505","Comedy, Drama, Romance",105 min,$17.33M
A Tale of Love and Darkness,2015.0,6.0,"4,169","Biography, Drama, History",95 min,$0.57M
Moon Over Parador,1988.0,6.0,"6,509","Comedy, Romance",103 min,$11.44M
Kabhi Alvida Naa Kehna,2006.0,6.0,"20,749","Drama, Romance",193 min,$3.28M
The Affair of the Necklace,2001.0,6.0,"5,458","Drama, History, Romance",118 min,$0.43M
Hideous Kinky,1998.0,6.0,"6,798","Adventure, Drama, Romance",98 min,$1.26M
My Best Friend Is a Vampire,1987.0,6.0,"3,916","Comedy, Horror, Romance",89 min,$0.17M
Aspen Extreme,1993.0,6.0,"3,095","Drama, Romance, Sport",113 min,$8.04M
Princess Caraboo,1994.0,6.0,"2,840","Comedy, Drama, History",97 min,$3.02M
Zerophilia,2005.0,6.0,"2,407","Comedy, Romance",90 min,$0.01M
Breaking Upwards,2009.0,6.0,"1,438",Romance,88 min,$0.08M
Afterglow,1997.0,6.0,"3,677","Comedy, Drama, Romance",119 min,$2.44M
Mystery Date,1991.0,6.0,"3,239","Comedy, Crime, Romance",97 min,$6.17M
Baghead,2008.0,6.0,"5,154","Comedy, Drama, Horror",84 min,$0.14M
Humpday,2009.0,6.0,"6,233","Comedy, Drama, Romance",94 min,$0.41M
Gigantic,2008.0,6.0,"9,811","Comedy, Drama, Romance",98 min,$0.10M
The Boost,1988.0,6.0,"2,290","Drama, Romance",95 min,$0.78M
Porto,2016.0,6.0,"2,208","Drama, Romance",76 min,$0.02M
Micki + Maude,1984.0,6.0,"3,131","Comedy, Romance",118 min,$26.20M
Two Days in New York,2012.0,6.0,"14,779","Comedy, Drama, Romance",96 min,$0.63M
Lost Easily Horizons,2009.0,6.0,"3,099","Drama, Romance",99 min,$10.57M
Mrs. Soffel,1984.0,6.0,"3,386","Drama, Romance",110 min,$4.39M
The Perez Family,1995.0,6.0,"2,375","Comedy, Romance, Drama",113 min,$2.83M
The Battle of Shaker Heights,2003.0,6.0,"4,478","Comedy, Drama, Romance",79 min,$0.28M
Crooked Hearts,1991.0,6.0,"1,101","Drama, Romance",113 min,$0.03M
Illuminata,1998.0,6.0,"1,695","Drama, Romance",119 min,$0.84M
The Hottest State,2006.0,6.0,"2,850","Drama, Music, Romance",117 min,$0.03M
Humpty Sharma Ki Dulhania,2014.0,6.0,"13,450","Comedy, Drama, Romance",133 min,$0.38M
Dorfman in Love,2011.0,6.0,"1,610","Comedy, Drama, Romance",92 min,$0.01M
The Night We Never Met,1993.0,6.0,"2,962","Comedy, Romance",99 min,$1.88M
Guinevere,1999.0,6.0,"2,656","Drama, Romance",104 min,$0.61M
Paper Heart,2009.0,6.0,"8,477","Comedy, Drama, Romance",88 min,$1.27M
Up at the Villa,2000.0,6.0,"2,766","Drama, Romance",115 min,$2.93M
Native Son,1986.0,6.0,594,"Drama, Romance",111 min,$1.30M
Table for Five,1983.0,6.0,822,"Drama, Romance",122 min,$2.44M
The Myth of Fingerprints,1997.0,6.0,"2,650","Comedy, Drama, Romance",93 min,$0.46M
Bloodworth,2010.0,6.0,"1,968","Drama, Romance",105 min,$0.01M
Just Like a Woman,1992.0,6.0,521,"Comedy, Drama, Romance",105 min,$0.08M
The Eclipse,2009.0,6.0,"3,038","Drama, Horror, Romance",88 min,$0.13M
My Worst Nightmare,2011.0,6.0,"3,074","Comedy, Drama, Romance",103 min,$0.02M
No More Ladies,1935.0,6.0,898,"Comedy, Music, Romance",80 min,$1.12M
The Golden Boys,2008.0,6.0,549,"Comedy, Romance",97 min,$0.18M
The Last September,1999.0,6.0,931,"Drama, History, Romance",103 min,$0.47M
The Virgin and the Gypsy,1970.0,6.0,367,"Drama, Romance",95 min,$1.18M
I Am a Sex Addict,2005.0,6.0,"3,336","Biography, Comedy, Romance",98 min,$0.11M
For the Moment,1993.0,6.0,970,"Romance, War, Drama",120 min,$0.12M
Sleep Dealer,2008.0,6.0,"6,582","Drama, Romance, Sci-Fi",90 min,$0.08M
No Greater Sin,1941.0,5.0,47,"Action, Drama, Music",85 min,$0.15M
Bigger Than the Sky,2005.0,6.0,"1,554","Comedy, Drama, Romance",106 min,$0.02M
Puccini for Beginners,2006.0,6.0,"2,474","Comedy, Romance",82 min,$0.09M
Flannel Pajamas,2006.0,6.0,935,Romance,124 min,$0.12M
Wild Wild West,1999.0,4.9,"163,590","Action, Comedy, Sci-Fi",106 min,$113.81M
Charlie's Angels: Full Throttle,2003.0,4.9,"130,099","Action, Adventure, Comedy",106 min,$100.83M
Dracula 2000,2000.0,4.9,"35,001","Action, Fantasy, Horror",99 min,$33.02M
The Cold Light of Day,2012.0,4.9,"38,330","Action, Thriller",93 min,$3.75M
The Darkest Hour,2011.0,4.9,"62,176","Action, Adventure, Horror",89 min,$21.43M
Ghosts of Mars,2001.0,4.9,"56,032","Action, Horror, Sci-Fi",98 min,$8.43M
The Barbarians,1987.0,4.9,"4,598","Action, Adventure, Fantasy",87 min,$0.80M
Blues Brothers 2000,1998.0,4.9,"33,995","Action, Comedy, Crime",123 min,$13.98M
Stroker Ace,1983.0,4.9,"4,072","Action, Comedy, Romance",96 min,$13.00M
Death Wish: The Face of Death,1994.0,4.9,"8,209","Action, Crime, Drama",95 min,$1.70M
Delta Force 2: The Colombian Connection,1990.0,4.9,"7,749","Action, Adventure, Crime",111 min,$6.70M
American Ninja 2: The Confrontation,1987.0,4.9,"9,196","Action, Comedy, Drama",90 min,$4.00M
The Legend of the Lone Ranger,1981.0,4.9,"2,367","Action, Adventure, Western",98 min,$12.62M
Rise: Blood Hunter,2007.0,4.9,"12,172","Action, Crime, Horror",97 min,$0.11M
Mary Jane's Not a Virgin Anymore,1996.0,6.0,421,"Drama, Romance",98 min,$0.03M
"Goodbye, My Fancy",1951.0,6.0,907,"Comedy, Romance",107 min,$1.13M
White Wedding,2009.0,6.0,634,"Comedy, Romance",93 min,$0.01M
Just Say Love,2009.0,6.0,562,"Drama, Romance",75 min,$0.00M
Love on the Run,1936.0,6.0,"1,289","Comedy, Fantasy, Romance",80 min,$1.14M
Hotel de Love,1996.0,6.0,664,"Comedy, Drama, Romance",96 min,$0.11M
Eve of Destruction,1991.0,4.9,"2,436","Action, Fantasy, Sci-Fi",99 min,$5.45M
Yu-Gi-Oh!: The Movie - Pyramid of Light,2004.0,4.9,"8,808","Animation, Action, Adventure",90 min,$19.76M
V.I. Warshawski,1991.0,4.9,"5,331","Action, Comedy, Crime",89 min,$11.13M
Shadow Conspiracy,1997.0,4.9,"5,059","Action, Thriller",103 min,$2.15M
Loose Cannons,1990.0,4.9,"4,958","Action, Comedy, Crime",94 min,$5.59M
Jake Speed,1986.0,4.9,"1,057","Action, Adventure, Comedy",105 min,$1.94M
Death Before Dishonor,1987.0,4.9,"1,043","Action, Drama",91 min,$4.55M
P.O.W. the Escape,1986.0,4.9,690,"Action, Adventure, Drama",90 min,$2.50M
Steele Justice,1987.0,4.9,747,"Action, Crime, Drama",95 min,$1.33M
Beta Test,2016.0,4.9,"21,475","Action, Sci-Fi, Thriller",88 min,$0.01M
Russian Doll,2001.0,6.0,489,"Comedy, Drama, Romance",90 min,$0.13M
Outside Ozona,1998.0,6.0,973,"Comedy, Drama, Romance",100 min,$0.01M
Bloodfist II,1990.0,4.9,744,"Action, Sport",85 min,$1.29M
Disappearances,2006.0,4.9,648,"Action, Adventure, Drama",118 min,$0.31M
The Great Victor Herbert,1939.0,6.0,119,"Biography, Music, Musical",91 min,$0.30M
One in a Million,1936.0,6.0,322,"Comedy, Family, Music",95 min,$2.00M
Cut Sleeve Boys,2006.0,6.0,498,"Comedy, Romance",86 min,$0.01M
Night of Henna,2005.0,6.0,37,"Comedy, Romance",92 min,$0.02M
Robot Stories,2003.0,6.0,"1,434","Drama, Romance, Sci-Fi",85 min,$0.13M
Blacklight,2022.0,4.8,"20,897","Action, Drama, Thriller",104 min,$9.59M
Anaconda,1997.0,4.8,"107,471","Action, Adventure, Horror",89 min,$65.89M
After Earth,2013.0,4.8,"204,505","Action, Adventure, Sci-Fi",100 min,$60.52M
DOA: Dead or Alive,2006.0,4.8,"45,511","Action, Adventure, Mystery",87 min,$0.48M
Primeval,2007.0,4.8,"14,494","Action, Adventure, Crime",93 min,$10.60M
Godsend,2004.0,4.8,"26,040","Action, Drama, Fantasy",102 min,$14.38M
Teenage Mutant Ninja Turtles III,1993.0,4.8,"34,482","Action, Adventure, Comedy",96 min,$42.66M
Underdog,2007.0,4.8,"22,135","Action, Adventure, Comedy",84 min,$43.76M
Double Team,1997.0,4.8,"35,431","Action, Comedy, Sci-Fi",93 min,$11.44M
